tweet_id,tweet_text,polarity
1,RT @SumanRo68528451: Actor Mithun Chakraborty is set to share stage with Prime Minister Narendra Modi at his rally on March 7 at Kolkata’s…,neutral
2,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
3,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
4,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
5,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
6,"RT @ChintuJainHS: Honourable PM Narendra Modi Ji ensure  JUSTICE for SUSHANT, DISHA, JIA....(countless deaths by bullywood) 

@DrJitendraSi…",positive
7,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
8,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
9,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
10,"RT @imfulara: Modi Govt's achievement.
#Bankers_On_Strike https://t.co/SriV8kQJY1",positive
11,RT @KhaledBeydoun: Narendra Modi is threatening to deport Rohingya Muslims in #India - who endured ethnic cleaning in Myanmar - back to Mya…,neutral
12,"RT @VermaDaksha2000: Double face of Narendra Modi
2016 Assembly elections : Narendra  asked people to vote OUT the corrupt Mukul Roy, Shuve…",positive
13,"RT @shri_v: Ruination of 1000s of Brahmin and other unreserved lives by the current BJP government.

Brutal Narendra Damodardas Modi @naren…",neutral
14,"RT @blue21sky: Hon'ble PM @narendramodi took 1st dose of  #COVAXIN at AIIMS

Sister P Niveda administered #COVAXIN by #BharatBioTech to #PM…",positive
15,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…",neutral
16,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…",neutral
17,"RT @Manav_SS_Gupta: That Is All...👇

#Modi Is Worse Than Covid...
 
Believe A Snake But Not #Narendra_Modi....

Foreign Slogan          Ind…",neutral
18,"RT @PromoterBoxing: ‘Uncomfortable signal to China’: Japan’s #Suga raises Hong Kong, South China Sea, Xinjiang in phone call with India’s #…",neutral
19,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
20,RT @AkashvaniAIR: Hon'ble Prime Minister Narendra Modi releases Manuscript with commentaries by 21 scholars on shlokas of Srimad Bhagavadgi…,positive
21,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
22,RT @jaitrejait: @KanganaTeam 1. Narendra Modi is not just a leader anymore he is a DEALER !!! https://t.co/Nn1OQwWc6i,negative
23,RT @vijnad: Have you noticed AAP's popularity is rising as fast as BJP's is sinking ? Arvind Kejriwal is rapidly emerging as an alternative…,positive
24,"RT @manishakimball: @CarneyJHouston @ThePollLady @KanganaTeam In her own style here's another poll :

Why would you not support Narendra Mo…",positive
25,"RT @Sandeep79058171: @BankerDihaadi BJP's Publicity- 4500 Cr
Plane travel cost -4000 cr
BJP office in Delhi- 700 Cr
Narendra Modi Stadium-…",negative
26,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
27,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
28,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…",neutral
29,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
30,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
31,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......",positive
32,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
33,"Honourable PM Narendra Modi Ji ensure  JUSTICE for SUSHANT, DISHA, JIA....(countless deaths by bullywood)… https://t.co/ogs79HCo7n",positive
34,"RT @SaffronTommy: C Voter polls say 55% of Kerala prefers Rahul Gandhi as PM, while 33% say they prefer Narendra Modi as PM. The media will…",positive
35,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
36,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......",positive
37,"Honourable PM Narendra Modi Ji ensure  JUSTICE for SUSHANT, DISHA, JIA....(countless deaths by bullywood)… https://t.co/hEYRGiXaUy",positive
38,@ANI @narendramodi ji made Didi @MamataOfficial to make tea and serve. Didi has to swallow whatever she did and sai… https://t.co/yPRABolYMu,positive
39,"RT @bainjal: The Modi Shah model of CM’s nominated by them not working for Bjp. “Narendra, Trivendra, Devendra” slogan kaput as Fadnavis &amp;…",negative
40,"RT @blue21sky: Hon'ble PM @narendramodi took 1st dose of  #COVAXIN at AIIMS

Sister P Niveda administered #COVAXIN by #BharatBioTech to #PM…",positive
41,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…",neutral
42,Public participation should be basis of celebrations for India’s 75 years of independence: PM Narendra Modi… https://t.co/OHPlFOI4L0,neutral
43,"RT @ChintuJainHS: Honourable PM Narendra Modi Ji ensure  JUSTICE for SUSHANT, DISHA, JIA....(countless deaths by bullywood) 

@DrJitendraSi…",positive
44,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
45,RT @jaitrejait: @KanganaTeam 1. Narendra Modi is not just a leader anymore he is a DEALER !!! https://t.co/Nn1OQwWc6i,negative
46,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
47,RT @KhaledBeydoun: Narendra Modi is threatening to deport Rohingya Muslims in #India - who endured ethnic cleaning in Myanmar - back to Mya…,neutral
48,"RT @ChintuJainHS: Honourable PM Narendra Modi Ji ensure  JUSTICE for SUSHANT, DISHA, JIA....(countless deaths by bullywood) 

@DrJitendraSi…",positive
49,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…",neutral
50,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…",neutral
51,"RT @Die5chlauKatz3: Really good video on the current situation of India in German.
https://t.co/bK8pcORd5G",positive
52,"RT @VermaDaksha2000: Double face of Narendra Modi
2016 Assembly elections : Narendra  asked people to vote OUT the corrupt Mukul Roy, Shuve…",positive
53,RT @samavritti: Narendra Modi dumping his wife in her youth is no wrong ? But Rahul Gandhi going on personal foreign trips becomes the most…,negative
54,"RT @harshmadhusudan: PM Shri Narendra Modi will be participating, along with PM of Australia Scott Morrison, PM of Japan Yoshihide Suga and…",negative
55,"RT @bainjal: The Modi Shah model of CM’s nominated by them not working for Bjp. “Narendra, Trivendra, Devendra” slogan kaput as Fadnavis &amp;…",negative
56,"RT @bainjal: The Modi Shah model of CM’s nominated by them not working for Bjp. “Narendra, Trivendra, Devendra” slogan kaput as Fadnavis &amp;…",negative
57,"RT @ChintuJainHS: Honourable PM Narendra Modi Ji ensure  JUSTICE for SUSHANT, DISHA, JIA....(countless deaths by bullywood) 

@DrJitendraSi…",positive
58,RT @KhaledBeydoun: Narendra Modi is threatening to deport Rohingya Muslims in #India - who endured ethnic cleaning in Myanmar - back to Mya…,neutral
59,"RT @bainjal: The Modi Shah model of CM’s nominated by them not working for Bjp. “Narendra, Trivendra, Devendra” slogan kaput as Fadnavis &amp;…",negative
60,RT @KhaledBeydoun: Narendra Modi is threatening to deport Rohingya Muslims in #India - who endured ethnic cleaning in Myanmar - back to Mya…,neutral
61,RT @jaitrejait: @KanganaTeam Narendra Modi is not just a leader anymore he is a RAGE!!! https://t.co/dDJSyDg5D5,negative
62,"Honourable PM Narendra Modi Ji ensure  JUSTICE for SUSHANT, DISHA, JIA....(countless deaths by bullywood)… https://t.co/TCfTZyNYJS",positive
63,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
64,"RT @manishakimball: @CarneyJHouston @ThePollLady @KanganaTeam In her own style here's another poll :

Why would you not support Narendra Mo…",positive
65,"RT @manishakimball: @CarneyJHouston @ThePollLady @KanganaTeam In her own style here's another poll :

Why would you not support Narendra Mo…",positive
66,@ThomasSowell Are you talking about Narendra Modi?,positive
