tweet_id,tweet_text
28,happy international women’s month by da way if you didn’t know i luv women╰(*´︶`*)╯♡ https://t.co/MG5M2R6tnD
29,RT @nusrxt_a: If you made me happy for even a minute may Allah keep you happy for the rest of your life
30,"RT @MonstrBck: Happy birthday bro
 @Dil_81
#HBD_Dillu https://t.co/qhEdH0fFZc"
31,@cometarytwinkle If only my sisters are this happy when I treat them to lunch 😒 haha
32,RT @chikaaokaafor: Happy International Women’s Day❤️ https://t.co/EnxeM6gRSC
33,"@unkonfined Happy Morning ☀️🌺
Happy Day 🌹❣️
God Bless All 💞🙏
Love to enjoy the Joy 🥰❤️💕🥰
Always we talk about our p… https://t.co/dnR8Qs1CbY"
34,"RT @dq_kottakkal: Happy Birthday The Talented &amp; Gorgeous Actress @riturv, Super Excited To See You In Your Next Projects.
On Be Half Of @du…"
35,RT @acearanez420: sometimes happy memories hurts the most  .
36,"RT @BingSwap: 📣We are Happy to Announce BingSwap Official Airdrop is Now Live

🔷People who trade before 25 Feb on #Pancakeswap they are eli…"
37,"Their eyes look so happy. Now, they can finally say ""i am home"" 🥺💗 @treasuremembers @yg_treasure_jp https://t.co/dd1A9TqrnF"
38,RT @jeongwooxharuto: Haruto w/ his fam. Aww airi holding ruru ㅠㅠ. I’m so happy for u Bb ❣️❣️ https://t.co/Hd0dbvezDV
39,"RT @lesfemmefataIe: twitter: we’re so happy to introduce spaces where people can verbally connect in groups! :p 
the verbal connection in q…"
40,"Happy anniversary DINNER 🥂🎉 Always proud of you, Junmyeon. #SUHO #수호 @weareoneEXO https://t.co/NjLnvT2F5i"
41,"RT @AngelaRaeBoon1: @salaam Everyone should be happy about this but
every child (and adult) should be fed whether
in a pandemic or not.
Eve…"
42,"If not what? You will beat her or unstan her? What effontry? Listen up, unstan if u wanna do. She doesn't need your… https://t.co/NWX9KTZKlC"
43,So happy I started this journey with all these millions of people. I don’t know more than half of these people but… https://t.co/P5NTMXq16S
44,"Happy 58th Birthday

Frederick Jay ""Rick"" Rubin (/ˈruːbɪn/; born March 10, 1963) is an American record producer and… https://t.co/egaOgm8fqC"
45,RT @mashihokun_: MASHIHO HAS ARRIVED IN JAPAN HE SO HAPPY 😭 https://t.co/vZy1orMBii
46,RT @milkymengs: JAPANESE FANSITES ARE SO HAPPY TOO. IT'S THEIR TIME 📸 ♥️
47,"@FakeWelt That was a happy ending, look at those laughing faces🌝 https://t.co/oeCHaNqCLB"
48,"RT @VDTrendsOffl: Wishing  Our ""Chitra"" @riturv Madam A Very Happy Birthday 🎂

All The Very Best For Upcoming Project!

Behalf On All @TheD…"
49,"RT @SMukwakungu: 👋🏾 #Past3amSquad &amp; @FabAcademic

I worked so hard for the past 2 days that I was under the impression that today was gonna…"
50,"Happy birthday to you Dania.
From Mama."
51,"RT @GoddessBritney9: Happy International Women’s Day to all the great women out there. Losers send to hit women today, make them happy!"
52,"RT @vetur02: ❤️🖤🎶I'm in love with the shape of you🎶🖤❤️
Some happy dancing #Sheith for my gorgeous bae @T4KESH1 🥺🖤❤️🔥 based on our redlight…"
53,RT @sugaryook: i can’t say any word to describe how happy i am😭😭 he just literally said “don’t be jealous of lovesik who got update from hy…
54,"@KoDreaWWOFC Know job work

HAPPY 3MONTHS KODREA"
55,"RT @cremanata_art: happy birthday!! 🌷💕

#Zelda35 #nintendo https://t.co/XD8i82GeXI"
56,i hope mark knows how there are tons of people who appreciate him &amp; adore him for who he is bc the way markzens kee… https://t.co/dgAey5PCVg
57,RT @lanaamontanaa: Happy International Women’s Day 💐 https://t.co/2iUctaAbzv
58,"RT @azizbuneri58: A very Happy Birthday to @F_BALOCHI1 ! May this day bring you joyful memories and many happy returns!  
💐🎉🎊🎉🎊🪔🪔🪔🎉🎊
#فاطمہ…"
59,"RT @teutubbiesnoona: Japanese members finally able to go home 😭 I'm so happy for them !! 

#TREASURE #트레저 #トレジャー 
@treasuremembers https://…"
60,"RT @TheMissGhie: They're genuinely happy when together. No one can change my mind. 💖

✨ DonKiss Family ✨
#DonKiss | #DonKissFam 

https://t…"
61,"RT @hiral4congress: We get it, @RepDavid. Massive handouts to wealthy corporations are more to your liking.

Perhaps a chart will help you…"
62,"RT @BLCafeHub: Happy Birthday Joong Archen! 🥳🎂💙 @ChenRcj 

#20BesideJoong 
#HBDJoong20th https://t.co/9YI84ODUnH"
63,RT @PARKPILATESS: just look at how happy they are to finally go back home to japan!! even with their masks on you can see the happiness in…
64,RT @janyc610: Getting better?? I think so lol using #elite icons and a wallpaper I found on #telegram and edited a bit.. Pretty happy with…
65,@kureiavortex Hey!!!! Happy for you!!!
66,RT @jeongwooxharuto: Haruto w/ his fam. Aww airi holding ruru ㅠㅠ. I’m so happy for u Bb ❣️❣️ https://t.co/Hd0dbvezDV
67,@RHFi896 Not to expect them to treat you like the way you do bruh. At least you wouldn't have expectations and you… https://t.co/BOJN5IrmOj
68,i wanna fight the ant!s but idgaf about them anymore now cz i’m too happy and my heart is too full cz the jline are… https://t.co/jbKMfnkbTK
69,RT @mashihokun_: MASHIHO HAS ARRIVED IN JAPAN HE SO HAPPY 😭 https://t.co/vZy1orMBii
70,"RT @electronyx1: Happy Accidents 🌻
#AnimalCrossing https://t.co/mFrGAjmhYO"
71,"RT @thina_thuma: Once again happy client 🙏🏻🙏🏻

Call/WhatsApp 0836502513
based in Gauteng, Durban https://t.co/JHqtczxbRk"
72,Happy International Womens Day ✨💜____ New collection inspired by the current situation in the world (COVID-19 Pande… https://t.co/4UPscEpuqC
73,"RT @ShivaNirvana: 𝘓𝘢𝘢𝘭 𝘚𝘢𝘭𝘢𝘢𝘮 @riturv .. oops🤭🤭 we meant A very Happy Birthday 🤩. 

#HBDKRituVarma #TuckJagadishOnApr23rd
@NameisNani @aish…"
74,"RT @heliophileeac: Yeah let us all be emotional coz look at how happy they are. Asahi, finally. you're really home 😭
#ASAHI #아사히 #アサヒ @trea…"
75,RT @lilyachty: Happy birthday LIL boat! Your 5!!! ❤️ https://t.co/yRrUyRKZ9Q
76,"RT @akoposiczarina: not happy, not sad. just empty, like my wallet."
77,@CharuPragya Happy Birthday.
78,"RT @MASHIB0INK: yoshi have been longing for his mom's hug for a long time and now look at this, i'm so happy for him 😭 https://t.co/Zwly6hu…"
79,@E7_raslove AH!! I’m so happy you like her!!! Thank you Raslove!!!!  you are always so sweet 🥰🥰🥰♥️♥️♥️
80,"RT @yoshiarchives: It feels like a dream to see Yoshi hugging his mom, but now, it's finally real. Yoshi we're very happy for you. ❤️

#왜_요…"
81,"RT @MASHIB0INK: yoshi have been longing for his mom's hug for a long time and now look at this, i'm so happy for him 😭 https://t.co/Zwly6hu…"
82,"RT @MonstrBck: Happy Birthday To My Brother. You’re thought of every day of the year, but none more than now that your special day is here.…"
83,"RT @kodreafile: ""Im not gonna lie andi""

HAPPY 3MONTHS KODREA"
84,"RT @aegyodobby: everyone is so emotional rn, we're really soft for our boys aaa im so happy 😭😭❤"
85,RT @_veevyan: happy 5 year anniversary to this classic https://t.co/rKcq7Jekdn
86,"RT @AvrilLavigne: Happy International Women’s Day. Don’t forget your crown today!👸
I hope you all are feeling like a “Mother Fuckin’ Prince…"
87,RT @battinsuns: happy international women’s day &lt;3 https://t.co/zXZKFpd2UK
88,"RT @aegyodobby: everyone is so emotional rn, we're really soft for our boys aaa im so happy 😭😭❤"
89,RT @ObsKenobs: Happy birthday Oscar Isaac https://t.co/uMqM27mJpl
90,"Make your parents proud, your
enemies jealous, and yourself
happy."
91,"RT @susannedraws: Happy birthday chef Min *✩‧₊˚
always quietly and gently making sure everyone is taken care of. You‘re so very loved and a…"
92,@Manisha_sharrma @Meenaks79647163 Happy bday dear🥞🎊🎉🎊🎈
93,@jennypoirier79 @Another_Mike__ @nathaliejacoby1 @gabby_UCMaroon @BearmanShannon @calebsmam @deelomas @DoreJayne… https://t.co/j6yWnd9ZV3
94,"RT @inminivanhell: OC Register is now predicting a @KatrinaFoley win.  

Happy tears. So many happy tears. https://t.co/V2E0A8PnWR"
95,@USMCNoggin Old president of the broker dealer owned (lived on) an avocado farm.  That is what super rich people do… https://t.co/sk4SRn9GkH
96,RT @lovepre78288278: #NoSmokingDay @Gurmeetramrahim Smoking harms all aspects of your life stay happy and healthy by shunning this vice @de…
97,RT @iambrimiah: I love when I’m happy. Being stressed out really ain’t it.
98,"RT @AmandaTrendsOFC: Happy Birthday Kuya Liofer! Thank you for always there for Amanda, We love youu! You're indeed a Best Boy!

LIOFER at2…"
99,"RT @xavierofficials: not happy, not sad. just empty, like my wallet."
100,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk
