tweet_id,tweet_text,polarity
1,"RT @RealElBicho: Cristano Ronaldo is the greatest ever there was, there is and there will ever be",positive
2,No hard feelings babes i should of know better Jah worned me about you i think you should fI'x up and you will get… https://t.co/PToUGjRWGE,negative
3,RIP Cristano Ronaldo he would have loved my rapist 🙏🙏🙏,positive
4,"Some things I missed the morning:

• Cristano Ronaldo becomes the all time #EURO2020 scorer.

• #HUN 0-3 #POR 

• 1… https://t.co/fFdOuwrnVX",negative
5,Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/czhmbPVeUb,neutral
6,"RT @RealElBicho: Cristano Ronaldo is the greatest ever there was, there is and there will ever be",positive
7,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
8,"RT @RealElBicho: Cristano Ronaldo is the greatest ever there was, there is and there will ever be",positive
9,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
10,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
11,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
12,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
13,"RT @RealElBicho: Cristano Ronaldo is the greatest ever there was, there is and there will ever be",positive
14,RT @joebloggsuk1: like him or not theres no denying cristano ronaldo is one of the all time great players,positive
15,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
16,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
17,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
18,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
19,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
20,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
21,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
22,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
23,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
24,RT @RealElBicho: Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
25,Cristano Ronaldo needed only 5 minute to overshadow Messi 90 minutes performance. My Goat. https://t.co/VYkAHq9R5j,neutral
26,"Not a big fan of Cristano Ronaldo, but I admire his consistency and drive for success.

One of the greatest footbal… https://t.co/lwUwHevha0",positive
27,"RT @RealElBicho: Cristano Ronaldo is the greatest ever there was, there is and there will ever be",positive
28,"RT @RealElBicho: Cristano Ronaldo is the greatest ever there was, there is and there will ever be",positive
29,"RT @RealElBicho: Cristano Ronaldo is the greatest ever there was, there is and there will ever be https://t.co/BH61fhNjCN",positive
30,"RT @RealElBicho: Cristano Ronaldo is the greatest ever there was, there is and there will ever be",positive
31,"RT @RealElBicho: Cristano Ronaldo is the greatest ever there was, there is and there will ever be",positive
32,"Cristano Ronaldo is the greatest ever there was, there is and there will ever be https://t.co/BH61fhNjCN",positive
33,"RT @Y0giDjspain: How the likes of Cristano  Ronaldo get slagged off is beyond me. we should just be lucky we got to watch him in the prem ,…",neutral
34,"MOTM #POR 
Cristano ""The Goat"" Ronaldo",positive
35,How the likes of Cristano  Ronaldo get slagged off is beyond me. we should just be lucky we got to watch him in the… https://t.co/ob7eGY01MF,neutral
36,like him or not theres no denying cristano ronaldo is one of the all time great players,positive
37,Cristano fucking ronaldo 🔥🐐,negative
38,"Cristano Ronaldo 🤝 Lebron James: 

Both attempting to sell but will statpad to make people forget.",neutral
39,This is why Cristano Ronaldo is the greatest of all time 🐐 https://t.co/UpRU3DDjCQ,positive
40,@brfootball @EURO2020 This is why Cristano Ronaldo is the greatest of all time 🐐,positive
41,"Cristano ronaldo goal the SUPERMAN GOAL in graphics must watch !
#Juventus #CristianoRonaldo #CR7 #EUROS2020… https://t.co/J27tHXhAqO",negative
42,Cristano Ronaldo isn't top 15... the real Ronaldo is though. https://t.co/NWPSZtfXuH,positive
43,Cristano Ronaldo took his teammate Drogba to the mall after showing up with the old man new balances https://t.co/aqXm4fAqlC,positive
44,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
45,Cristano Ronaldo took his teammate Gabriel Jesus to the mall after showing up with the old man new balances https://t.co/gaaLiZcn1r,positive
46,"RT @TheNoisyNeighb2: Give us your thought Citizens
Ronaldo and Dias to lead holders at Euro 2020 - Portugal profile, squad, fixtures

Crist…",neutral
47,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
48,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
49,@EAFIFAMOBILE where is cristano ronaldo,positive
50,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
51,"Give us your thought Citizens
Ronaldo and Dias to lead holders at Euro 2020 - Portugal profile, squad, fixtures

Cr… https://t.co/5Uf1Mz1SIg",neutral
52,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
53,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
54,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
55,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
56,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
57,Cristano Ronaldo took his teammate Casemiro to the mall after showing up with the old man new balances https://t.co/uhupKrj49G,positive
58,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
59,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
60,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
61,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
62,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
63,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
64,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
65,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
66,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
67,RT @shazzyboi132: @ComplexMusic She went from cristano Ronaldo to Bradley cooper to Kanye 🤣,positive
