tweet_id,tweet_text,polarity
1,"World leader Narendra Modi🚩

@ImRavinderRaina
#India_With_PM_Modi https://t.co/5DZ0ghymQx",neutral
2,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
3,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
4,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
5,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
6,"RT @vikramaditya_JK: Attended the book release by Prime Minister Shri Narendra Modi Ji, Dr. Karan Singh Ji and Lt. Governor of J&amp;K Shri Man…",positive
7,"RT @FltLtAnoopVerma: Best part of Narendra Modi, he doesn’t have to go to Temples during elections coz he wears his religion on his sleeves…",positive
8,"RT @vikramaditya_JK: Attended the book release by Prime Minister Shri Narendra Modi Ji, Dr. Karan Singh Ji and Lt. Governor of J&amp;K Shri Man…",positive
9,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
10,"What are your thoughts on the video?

https://t.co/7Cu2QLWZCp",neutral
11,RT @Ash_Rokzz23: Narendra Modi doesn't respond to people rather he brings in new slogan of his own no doubt he gave a spin to the Mamata Ba…,positive
12,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
13,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
14,"RT @yippeekiyay_dk: Good morning

Daily reminder : Sanghis are NOT Hindus and Narendra Modi is NOT India.",neutral
15,"RT @vikramaditya_JK: Attended the book release by Prime Minister Shri Narendra Modi Ji, Dr. Karan Singh Ji and Lt. Governor of J&amp;K Shri Man…",positive
16,RT @ANI: Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting https://t.co/P7wZZrofaA,positive
17,"RT @ranjeet1710: #India_With_PM_Modi
Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeti…",positive
18,"RT @ANI: Prime Minister Narendra Modi greets CISF personnel on their Raising Day. ""Their role in furthering national safety and progress is…",positive
19,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
20,"RT @vikramaditya_JK: Attended the book release by Prime Minister Shri Narendra Modi Ji, Dr. Karan Singh Ji and Lt. Governor of J&amp;K Shri Man…",positive
21,RT @ANI: Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting https://t.co/P7wZZrofaA,positive
22,"RT @vikramaditya_JK: Attended the book release by Prime Minister Shri Narendra Modi Ji, Dr. Karan Singh Ji and Lt. Governor of J&amp;K Shri Man…",positive
