tweet_id,tweet_text,polarity
1,"RT @xavierofficials: not happy, not sad. just empty, like my wallet.",negative
2,RT @thering26: Happy Women's Day https://t.co/AhGFwFevwh,positive
3,RT @CursedMp4: Happy #NationalSusDay everyone! https://t.co/BqVQssbIwj,positive
4,RT @ParatopeUSA: Happy to announce another partnership with @scarletmoon_,positive
5,"RT @WildpipM: We should have met in Italy last summer with @kinetic_vibe, but at least I am happy to have the chance to meet you all virtua…",negative
6,"RT @Russo_Brothers: Happy International Women’s Day everyone! There’s SOOO many wonderful women in our lives, but it all started with Mom..…",positive
7,"Be yourself, express how you feel or else you'll never be happy",positive
8,"@itsamike Happy birthday, Mike! Hope you have a great day",positive
9,"I love him and want him to eat delicious food and be healthy, take care of himself and most of all BE HAPPY https://t.co/BUzznGaaau",positive
10,RT @TheFilmUpdates: Happy Birthday to Oscar Isaac. The star of the upcoming Marvel series #MoonKnight and #Dune turns 42 today. https://t.c…,positive
11,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk,positive
12,tbh he looks so sad like he is putting on a fake smile like i make this exact face when i’m pretending to be happy… https://t.co/n1Q3v0DsSJ,negative
13,"RT @TinyTANofficial: May love and courage always be with you, on this most silent of nights.

#Happy_SUGA_Day #TinyTAN #Birth_Flower #Larch…",positive
14,Spring is almost here and I’m just so happy because we all could use more vitamin D.,positive
15,RT @rockerspunch: @promisne happy birthday ya &lt;33,positive
16,"RT @giKENahanglan: Happy 600k viewssssss

REQUEST @SB19Official @MTV #FridayLivestream 

STREAM SB19WHAT 
#SB19WhatMVOutNow 
#SB19",positive
17,@TerrieRucker1 Today was my grandmas birthday. She would have been 93 today. Happy Birthday to Betty!  🎂🎈,positive
18,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk,positive
19,RT @lanaamontanaa: Happy International Women’s Day 💐 https://t.co/2iUctaAbzv,positive
20,RT @intensexplicit: @everytimemix happy bday,positive
21,"RT @starwars: Happy birthday to the hotshot, flyboy, hero of the resistance, Oscar Isaac. https://t.co/zkldZin9fH",positive
22,Happy Tuesday. Today we had finally a sunny day here in Barcelona. Here is an image taken just before sunset at the… https://t.co/orWt8kHdRm,positive
23,@CrimMinds_CBS @GUBLERNATION HAPPY BIRTHDAY BUB LOVE YOU!!!,positive
24,"RT @jnkspremcy: @GirlsGeneration HAPPY BIRTHDAY QUEEN!&lt;3👑

#OurDaisyTaeyeonDay
#킹태연생일축하해 https://t.co/GBLdRdD9j1",positive
25,@KimoZaku congrats!!! thats awesome im so happy for you ♥️,positive
26,"RT @Shiuk: Alex must be waiting for the rest of the team, they always take their time in the locker room. That's okay, he's happy to do a f…",positive
27,@SLady1961 @burkey_amy Happy Birthday Sassy! https://t.co/LyszIhu6Bv,positive
28,RT @HustleMade_C: I’ll do whatever to see mines happy,positive
29,RT @blackxagustd: 2021 HAPPY SUGA DAY 💜 https://t.co/uIpVKkZVFK,positive
30,@BangtanPower9 Same for some ups and downs but i’m trying to stay happy,positive
31,@jokob86542561 @TKagaw Their users might be happy seeing this news,neutral
32,RT @kun2107: @NeedleB33 Happy birthday (even though I’ve already shown this to you) https://t.co/X9v0y7lLwQ,positive
33,"RT @BachchaniBharti: Happy Birthday Handsome Brother 🎂
Rajesh Bachchani 💖
Let the God Decorate each Golden Ray of the Sun Reaching you with…",positive
34,RT @da_keebabyy01: I can sit in my room for hours and be happy as hell lol. Y’all need to learn how to be alone.,positive
35,We are so happy to have had the opportunity to share our stories with @ChildrensPhila to be featured in their Paren… https://t.co/pGBlwNRvMG,positive
36,"RT @SynonymHo: Wonho you're happy, aren't you? So do all wenee💞💞 we're more than proud of you king👑🎉🎉

#WonhoWorldWideArtist 
#WONHO #원호
@o…",positive
37,Happy birthday to the best doggo in the whole world❤️ https://t.co/VllDNlA0zf,positive
38,RT @lanaamontanaa: Happy International Women’s Day 💐 https://t.co/2iUctaAbzv,positive
39,RT @MOUNTAINDYKE: Happy late birthday @traaaassshhhhhh .p. 💖 https://t.co/eNL3kY91Lf,positive
40,@MathisWilliam @AkshatRathi Positively surprised and happy to change my mind. Good journalism.,positive
41,RT @himantabiswa: I am happy to have accompanied Hon CM @sarbanandsonwal for his nomination filing program today from the Majuli constituen…,positive
42,"RT @starwars: Happy birthday to the hotshot, flyboy, hero of the resistance, Oscar Isaac. https://t.co/zkldZin9fH",positive
43,@iam_donatello Happy birthday,positive
44,@BorderJoss @deer668745381 @Darcie212 @dogdaysinitaly @jamessbond20 @NeddlePeddle @Alfie77617391 @ByrneCocker… https://t.co/91uFVRpcYH,positive
45,"RT @hackenclub: 🔥 We are happy to announce our cooperation with @TheDaoMaker!

To detect the #vulnerabilities, #Hacken’s experts conducted…",positive
46,@KetanRastogi9 Happy Birthday Ketan 😊💙,positive
47,RT @OriginalFunko: Happy #BarbieDay! How are you celebrating? https://t.co/n4XWqoxO2H #Funko #FunkoPop #Barbie https://t.co/RkpUML66ag,positive
48,"A cardinal, blue jay, and woodpecker are currently foraging in my backyard and I’m so excited I had to tweet about it. Happy Tuesday!",positive
49,"RT @OPHELIANNE1: 🍃🌹happy week-end 🌹🍃Many Thanks 🍃🌹

Scorpions : Still loving You

https://t.co/IQbs3idc9N https://t.co/lCMLQSGqlS",positive
50,RT @ObsKenobs: Happy birthday Oscar Isaac https://t.co/uMqM27mJpl,positive
51,RT @Daintiez: happy international women’s day 💘💌 https://t.co/oGtreUYN2b,positive
52,I finally finished the slideshow for my aunt’s service &amp; I’m filled with so many emotions.  I’m happy that it’s com… https://t.co/8mtxq3ZKyG,positive
53,RT @loveforcambridg: I know @KensingtonRoyal won’t read my message here or on Instagram but I’m going to say it again anyway: the Cambridge…,positive
54,"RT @sr5963: 🎈🎉 Happy Birthday to you..
You are such a blessing to our family... 
I love you with all my heart ♥️🥰😘
#HBD_Dillu 
@Dil_81 
🥳🥳🥳…",positive
55,"RT @EBOYZTBZ: happy birthday haknyeon ❀
#HAPPY_HAKNYEON_DAY
#주학년생일_축하는_더블로_가 https://t.co/gGCwCsUEEh",positive
56,"RT @Yadavashu007: No one is happy from this government. Students, Farmers,Small businessman 
&amp; Now #Bankers_On_Strike  in India.

#Bankers_…",neutral
57,"RT @ShinkaiRaion: I watched the DMC animation recently, Dante looks so lonely in the anime ending, so I decided to put Vergil beside him. H…",positive
58,"RT @reezzamm: king spilled !!! u can be happy if your fave is nominated but that doesn’t cancel the fact how sexist, racist and xenophobic…",positive
59,"RT @FallonTonight: Happy birthday, SUGA! 🥳💜

#HappyBirthdayYoongi https://t.co/rSil9LKK3F",positive
60,RT @pixiefies: happy international women’s day🌷 https://t.co/y4sPSfKa6c,positive
61,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk,positive
62,"@debsbasement So happy for you, Deb!",positive
63,So sad tonight. Hate having to go cry in private because I can’t even talk about how I feel. Sometimes healing seem… https://t.co/qnFAvIGNZj,negative
64,happy birthday matthew gray gubler,positive
65,"Still, I'm happy to be vaccinated and hope to feel better by tomorrow.",positive
66,@UberKryptonian Look how happy they were on set... Can't imagine there pain when it came to the reshoots,negative
67,RT @da_keebabyy01: I can sit in my room for hours and be happy as hell lol. Y’all need to learn how to be alone.,positive
68,RT @MlNDBLOWINGS: Being happy doesn't mean that everything is perfect. It means that you've decided to look beyond the imperfections.,positive
69,"RT @SecretlySenpai: Happy #NationalWomensDay !! 🥰 

Let’s support each other &amp; do a Pinned for pinned! 💞

Rt/Re-Rt my pinned then comment b…",neutral
70,@infinitejay Oh happy almost birthday!!,positive
71,@seltzergenius That's ok I'm just happy I've got your attention,positive
72,"I’m happy you’re here, you’re needed 🤎 https://t.co/IvsQ0zRthQ",positive
73,@Seattsma12 Happy birthday!,positive
74,RT @valand_rakesh: Believe in the positivity of your future. Do what makes you happy. Always keep trying.,positive
75,@AuntCinnamon Happy Taco Tuesday!  This was taken about 10 years ago... https://t.co/pknMahkha8,positive
76,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk,positive
77,"RT @bakaswag100: happy birthday a mi esposo, words could never express how much i love you, you’re my favorite thing to think about, pls ik…",positive
78,"RT @FallonTonight: Happy birthday, SUGA! 🥳💜

#HappyBirthdayYoongi https://t.co/rSil9LKK3F",positive
79,RT @ferdienyaegir: happy international women's day to her https://t.co/PGwCMwOFvf,positive
80,"RT @DrNaumanNiaz: For SA tour without M. Amir which is sad still we have a robust choice- Shaheen, Hassan, Haaris, Hasnain, Wahab, Naseem.…",negative
81,@sluttyyzoldyck Do you wanta talk or is there anything I can do to help distract you just let me know your no bothe… https://t.co/s6boOeEoUI,neutral
82,RT @Jesus_Luvs_Us: @ClockworkHamma @HumbleIndian @arshadk90774920 @ArlindoFerreir4 @Carlaxa63784237 @VelvetSkye @darekqt @1hTkMJaMalfwQZS @…,positive
83,"RT @SOURXKIWI: Everybody goes like “omg Now Harry is like ...” 
and? We are happy for him. Getting a grammy is so fucking awesome, but Zayn…",positive
84,"RT @CaitCamelia: Men be like happy international women’s day***

***to my mom and the women i’m attracted to",positive
85,"RT @HarringtonBecca: Gutted to hear about the HuffPost layoffs. Talented writers + editors, get in touch! rharrington at insider dot com. W…",negative
86,"RT @kaimaegi: happY BIRTHDAY TO THE MIN YOONGI!!!!!! 🧡🧡
#HappyBirthdayYoongi #HAPPYSUGADAY 🍊 https://t.co/7nB42xXob6",positive
87,"@CrimMinds_CBS @GUBLERNATION Happy Birthday, Matthew!",positive
88,"RT @linasamoukova: Happy #womxnsday, especially to the ones struggling without their spouses because of @CitImmCanada's outdated system. It…",positive
89,@DUALIPA @voguemagazine Happy international women’s day dua ! 💖💖,positive
90,RT @bretmanrock: Happy International Women’s day !!! ✨💖💘,positive
91,"RT @TinyTANofficial: May love and courage always be with you, on this most silent of nights.

#Happy_SUGA_Day #TinyTAN #Birth_Flower #Larch…",positive
