tweet_id,tweet_text,polarity
1,"RT @paulliteral: Dark horse yarn.

HAPPY 3MONTHS KODREA https://t.co/QyeakWv2Q9",positive
2,I'm very happy https://t.co/qpTy7uHQAS,positive
3,"RT @iamjenicca: Happy friday 😚
https://t.co/7clunrVVVb https://t.co/FSZoBloD4s",positive
4,@Josholzz @JhbTeam happy birthday,positive
5,RT @ArielDumas: Happy International Women’s Day! Tell your female colleagues what your salary is. 🙂,positive
6,"I’m so happy for TREASURE’s J-line! 🤧

#YOSHI #MASHIHO #ASAHI #HARUTO",positive
7,"RT @dump_pp: and they also have mutuals. destiny yarn? HAHAHA 

HAPPY 3MONTHS KODREA https://t.co/yP1d6GV1XM",positive
8,"RT @kobiegiggles: my highlight for yesterday’s ep. 

HAPPY 3MONTHS KODREA

https://t.co/DLYl4NPniq",positive
9,"RT @aroorai: Happy Ever After. 
#sheith https://t.co/3kxX7aNdgM",positive
10,"RT @OnlyFansCeleb: 🎉 ONLYFANS HAPPY TUESDAY 🎉

!DROP YOUR LINKS &amp; FOLLOW US!

💯 RT &amp; LIKE FOR MAX EXPOSURE 💯",positive
11,RT @jeongwooxharuto: Haruto w/ his fam. Aww airi holding ruru ㅠㅠ. I’m so happy for u Bb ❣️❣️ https://t.co/Hd0dbvezDV,positive
12,@andyfrasco Happy to see shows back at George’s.  Podcast has been great!  With your growing musician network wante… https://t.co/6RkQQUaxBo,positive
13,"RT @JustMyJulia: Happy Birthday, dearest @barrettojulia! You may feel that your struggle is all your own, but I'm here to tell you that I s…",positive
14,"Day 328 #MOC

Sky juice.

TFM sent the 2nd part of the registration form. Told my Mum about this and she was so hap… https://t.co/605IuM5vol",positive
15,RT @mart8ndo: Happy #MAR10Day I made a special video to remind you of whats to come... https://t.co/DudDOgS0l5,positive
16,RT @sundarpichai: Just feels like yesterday when was working on the first chromebook #cr48. Might be time to update it to the latest versio…,positive
17,RT @_veevyan: happy 5 year anniversary to this classic https://t.co/rKcq7Jekdn,positive
18,"RT @AmyMacedo: Honestly if you take a moment to make a list of the things you’re grateful for in your life, you’ll realize just how fucking…",positive
19,it’s so embarrassing when someone cant be happy for you when something good happens... like ur insecurity is showing,positive
20,RT @fIeursdumal: happy edser is my favorite concept 🤍 https://t.co/AwQ8ycqo9j,positive
21,RT @_veevyan: happy 5 year anniversary to this classic https://t.co/rKcq7Jekdn,positive
22,RT @hg_Coffee: Happy miku day https://t.co/u7HxOQVl95,positive
23,"RT @xavierofficials: not happy, not sad. just empty, like my wallet.",negative
24,i hate this feeling idk if i’m good or not idk if i’m happy or if i’m not bro idk and i hate that shit,positive
25,"RT @MASHIB0INK: yoshi have been longing for his mom's hug for a long time and now look at this, i'm so happy for him 😭 https://t.co/Zwly6hu…",positive
26,RT @CHSeaglescheer: Wishing these Eagles a Happy Senior Night! 🦅💙🦅💙🦅💙🦅💙 https://t.co/QgxRsxDy0T,positive
27,The fact that taeyong is able to show us all of his unreleased content makes me happy,positive
28,happy international women’s month by da way if you didn’t know i luv women╰(*´︶`*)╯♡ https://t.co/MG5M2R6tnD,positive
29,RT @nusrxt_a: If you made me happy for even a minute may Allah keep you happy for the rest of your life,positive
30,"RT @MonstrBck: Happy birthday bro
 @Dil_81
#HBD_Dillu https://t.co/qhEdH0fFZc",positive
31,@cometarytwinkle If only my sisters are this happy when I treat them to lunch 😒 haha,positive
32,RT @chikaaokaafor: Happy International Women’s Day❤️ https://t.co/EnxeM6gRSC,positive
33,"@unkonfined Happy Morning ☀️🌺
Happy Day 🌹❣️
God Bless All 💞🙏
Love to enjoy the Joy 🥰❤️💕🥰
Always we talk about our p… https://t.co/dnR8Qs1CbY",positive
34,"RT @dq_kottakkal: Happy Birthday The Talented &amp; Gorgeous Actress @riturv, Super Excited To See You In Your Next Projects.
On Be Half Of @du…",positive
35,RT @acearanez420: sometimes happy memories hurts the most  .,negative
36,"RT @BingSwap: 📣We are Happy to Announce BingSwap Official Airdrop is Now Live

🔷People who trade before 25 Feb on #Pancakeswap they are eli…",neutral
37,"Their eyes look so happy. Now, they can finally say ""i am home"" 🥺💗 @treasuremembers @yg_treasure_jp https://t.co/dd1A9TqrnF",positive
38,RT @jeongwooxharuto: Haruto w/ his fam. Aww airi holding ruru ㅠㅠ. I’m so happy for u Bb ❣️❣️ https://t.co/Hd0dbvezDV,positive
39,"RT @lesfemmefataIe: twitter: we’re so happy to introduce spaces where people can verbally connect in groups! :p 
the verbal connection in q…",neutral
40,"Happy anniversary DINNER 🥂🎉 Always proud of you, Junmyeon. #SUHO #수호 @weareoneEXO https://t.co/NjLnvT2F5i",positive
41,"RT @AngelaRaeBoon1: @salaam Everyone should be happy about this but
every child (and adult) should be fed whether
in a pandemic or not.
Eve…",positive
42,"If not what? You will beat her or unstan her? What effontry? Listen up, unstan if u wanna do. She doesn't need your… https://t.co/NWX9KTZKlC",positive
43,So happy I started this journey with all these millions of people. I don’t know more than half of these people but… https://t.co/P5NTMXq16S,negative
44,"Happy 58th Birthday

Frederick Jay ""Rick"" Rubin (/ˈruːbɪn/; born March 10, 1963) is an American record producer and… https://t.co/egaOgm8fqC",positive
45,RT @mashihokun_: MASHIHO HAS ARRIVED IN JAPAN HE SO HAPPY 😭 https://t.co/vZy1orMBii,positive
46,RT @milkymengs: JAPANESE FANSITES ARE SO HAPPY TOO. IT'S THEIR TIME 📸 ♥️,positive
47,"@FakeWelt That was a happy ending, look at those laughing faces🌝 https://t.co/oeCHaNqCLB",positive
48,"RT @VDTrendsOffl: Wishing  Our ""Chitra"" @riturv Madam A Very Happy Birthday 🎂

All The Very Best For Upcoming Project!

Behalf On All @TheD…",positive
49,"RT @SMukwakungu: 👋🏾 #Past3amSquad &amp; @FabAcademic

I worked so hard for the past 2 days that I was under the impression that today was gonna…",positive
50,"Happy birthday to you Dania.
From Mama.",positive
51,"RT @GoddessBritney9: Happy International Women’s Day to all the great women out there. Losers send to hit women today, make them happy!",positive
52,"RT @vetur02: ❤️🖤🎶I'm in love with the shape of you🎶🖤❤️
Some happy dancing #Sheith for my gorgeous bae @T4KESH1 🥺🖤❤️🔥 based on our redlight…",positive
53,RT @sugaryook: i can’t say any word to describe how happy i am😭😭 he just literally said “don’t be jealous of lovesik who got update from hy…,positive
54,"@KoDreaWWOFC Know job work

HAPPY 3MONTHS KODREA",positive
55,"RT @cremanata_art: happy birthday!! 🌷💕

#Zelda35 #nintendo https://t.co/XD8i82GeXI",positive
56,i hope mark knows how there are tons of people who appreciate him &amp; adore him for who he is bc the way markzens kee… https://t.co/dgAey5PCVg,positive
57,RT @lanaamontanaa: Happy International Women’s Day 💐 https://t.co/2iUctaAbzv,positive
58,"RT @azizbuneri58: A very Happy Birthday to @F_BALOCHI1 ! May this day bring you joyful memories and many happy returns!  
💐🎉🎊🎉🎊🪔🪔🪔🎉🎊
#فاطمہ…",positive
59,"RT @teutubbiesnoona: Japanese members finally able to go home 😭 I'm so happy for them !! 

#TREASURE #트레저 #トレジャー 
@treasuremembers https://…",positive
60,"RT @TheMissGhie: They're genuinely happy when together. No one can change my mind. 💖

✨ DonKiss Family ✨
#DonKiss | #DonKissFam 

https://t…",positive
61,"RT @hiral4congress: We get it, @RepDavid. Massive handouts to wealthy corporations are more to your liking.

Perhaps a chart will help you…",negative
62,"RT @BLCafeHub: Happy Birthday Joong Archen! 🥳🎂💙 @ChenRcj 

#20BesideJoong 
#HBDJoong20th https://t.co/9YI84ODUnH",positive
63,RT @PARKPILATESS: just look at how happy they are to finally go back home to japan!! even with their masks on you can see the happiness in…,positive
64,RT @janyc610: Getting better?? I think so lol using #elite icons and a wallpaper I found on #telegram and edited a bit.. Pretty happy with…,positive
65,@kureiavortex Hey!!!! Happy for you!!!,positive
66,RT @jeongwooxharuto: Haruto w/ his fam. Aww airi holding ruru ㅠㅠ. I’m so happy for u Bb ❣️❣️ https://t.co/Hd0dbvezDV,positive
67,@RHFi896 Not to expect them to treat you like the way you do bruh. At least you wouldn't have expectations and you… https://t.co/BOJN5IrmOj,positive
68,i wanna fight the ant!s but idgaf about them anymore now cz i’m too happy and my heart is too full cz the jline are… https://t.co/jbKMfnkbTK,positive
69,RT @mashihokun_: MASHIHO HAS ARRIVED IN JAPAN HE SO HAPPY 😭 https://t.co/vZy1orMBii,positive
70,"RT @electronyx1: Happy Accidents 🌻
#AnimalCrossing https://t.co/mFrGAjmhYO",positive
71,"RT @thina_thuma: Once again happy client 🙏🏻🙏🏻

Call/WhatsApp 0836502513
based in Gauteng, Durban https://t.co/JHqtczxbRk",neutral
72,Happy International Womens Day ✨💜____ New collection inspired by the current situation in the world (COVID-19 Pande… https://t.co/4UPscEpuqC,positive
73,"RT @ShivaNirvana: 𝘓𝘢𝘢𝘭 𝘚𝘢𝘭𝘢𝘢𝘮 @riturv .. oops🤭🤭 we meant A very Happy Birthday 🤩. 

#HBDKRituVarma #TuckJagadishOnApr23rd
@NameisNani @aish…",positive
74,"RT @heliophileeac: Yeah let us all be emotional coz look at how happy they are. Asahi, finally. you're really home 😭
#ASAHI #아사히 #アサヒ @trea…",positive
75,RT @lilyachty: Happy birthday LIL boat! Your 5!!! ❤️ https://t.co/yRrUyRKZ9Q,positive
76,"RT @akoposiczarina: not happy, not sad. just empty, like my wallet.",negative
77,@CharuPragya Happy Birthday.,positive
78,"RT @MASHIB0INK: yoshi have been longing for his mom's hug for a long time and now look at this, i'm so happy for him 😭 https://t.co/Zwly6hu…",positive
79,@E7_raslove AH!! I’m so happy you like her!!! Thank you Raslove!!!!  you are always so sweet 🥰🥰🥰♥️♥️♥️,positive
80,"RT @yoshiarchives: It feels like a dream to see Yoshi hugging his mom, but now, it's finally real. Yoshi we're very happy for you. ❤️

#왜_요…",positive
81,"RT @MASHIB0INK: yoshi have been longing for his mom's hug for a long time and now look at this, i'm so happy for him 😭 https://t.co/Zwly6hu…",positive
82,"RT @MonstrBck: Happy Birthday To My Brother. You’re thought of every day of the year, but none more than now that your special day is here.…",positive
83,"RT @kodreafile: ""Im not gonna lie andi""

HAPPY 3MONTHS KODREA",positive
84,"RT @aegyodobby: everyone is so emotional rn, we're really soft for our boys aaa im so happy 😭😭❤",positive
85,RT @_veevyan: happy 5 year anniversary to this classic https://t.co/rKcq7Jekdn,positive
86,"RT @AvrilLavigne: Happy International Women’s Day. Don’t forget your crown today!👸
I hope you all are feeling like a “Mother Fuckin’ Prince…",positive
87,RT @battinsuns: happy international women’s day &lt;3 https://t.co/zXZKFpd2UK,positive
88,"RT @aegyodobby: everyone is so emotional rn, we're really soft for our boys aaa im so happy 😭😭❤",positive
89,RT @ObsKenobs: Happy birthday Oscar Isaac https://t.co/uMqM27mJpl,positive
90,"Make your parents proud, your
enemies jealous, and yourself
happy.",positive
91,"RT @susannedraws: Happy birthday chef Min *✩‧₊˚
always quietly and gently making sure everyone is taken care of. You‘re so very loved and a…",positive
92,@Manisha_sharrma @Meenaks79647163 Happy bday dear🥞🎊🎉🎊🎈,positive
93,@jennypoirier79 @Another_Mike__ @nathaliejacoby1 @gabby_UCMaroon @BearmanShannon @calebsmam @deelomas @DoreJayne… https://t.co/j6yWnd9ZV3,positive
94,"RT @inminivanhell: OC Register is now predicting a @KatrinaFoley win.  

Happy tears. So many happy tears. https://t.co/V2E0A8PnWR",positive
95,@USMCNoggin Old president of the broker dealer owned (lived on) an avocado farm.  That is what super rich people do… https://t.co/sk4SRn9GkH,positive
96,RT @lovepre78288278: #NoSmokingDay @Gurmeetramrahim Smoking harms all aspects of your life stay happy and healthy by shunning this vice @de…,positive
97,RT @iambrimiah: I love when I’m happy. Being stressed out really ain’t it.,positive
98,"RT @AmandaTrendsOFC: Happy Birthday Kuya Liofer! Thank you for always there for Amanda, We love youu! You're indeed a Best Boy!

LIOFER at2…",positive
99,"RT @xavierofficials: not happy, not sad. just empty, like my wallet.",negative
100,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk,positive
